上映ID,作品ID,作品名,スクリーンID,上映日,開始時刻,終了時刻,レイトショー,曜日種別,特別日
S05127,M0065,この素晴らしい世界に祝福を！3 BONUS…,5,2025-03-27,14:30,16:30,False,平日,
S05128,M0042,(吹替)ウィキッド ふたりの魔女,5,2025-03-27,17:00,19:00,False,平日,
S05129,M0042,(吹替)ウィキッド ふたりの魔女,5,2025-03-27,19:00,21:00,False,平日,
S05130,M0047,アンダーニンジャ,5,2025-03-27,21:10,23:10,True,平日,
S05131,M0019,(字幕)ウィキッド ふたりの魔女,6,2025-03-27,09:30,11:30,False,平日,
S05132,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-27,12:00,14:00,False,平日,
S05133,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-27,14:30,16:30,False,平日,
S05134,M0019,(字幕)ウィキッド ふたりの魔女,6,2025-03-27,17:00,19:00,False,平日,
S05135,M0018,ファーストキス 1ST KISS,6,2025-03-27,19:00,21:00,False,平日,
S05136,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-27,21:10,23:10,True,平日,
S05137,M0018,ファーストキス 1ST KISS,7,2025-03-27,09:30,11:30,False,平日,
S05138,M0045,(吹替)白雪姫,7,2025-03-27,12:00,14:00,False,平日,
S05139,M0045,(吹替)白雪姫,7,2025-03-27,14:30,16:30,False,平日,
S05140,M0019,(字幕)ウィキッド ふたりの魔女,7,2025-03-27,17:00,19:00,False,平日,
S05141,M0045,(吹替)白雪姫,7,2025-03-27,19:00,21:00,False,平日,
S05142,M0009,映画ドラえもん のび太の絵世界物語,7,2025-03-27,21:10,23:10,True,平日,
S05143,M0060,映画『少年と犬』,8,2025-03-27,09:30,11:30,False,平日,
S05144,M0036,35年目のラブレター,8,2025-03-27,12:00,14:00,False,平日,
S05145,M0027,劇場版『トリリオンゲーム』,8,2025-03-27,14:30,16:30,False,平日,
S05146,M0048,お嬢と番犬くん,8,2025-03-27,17:00,19:00,False,平日,
S05147,M0036,35年目のラブレター,8,2025-03-27,19:00,21:00,False,平日,
S05148,M0027,劇場版『トリリオンゲーム』,8,2025-03-27,21:10,23:10,True,平日,
S05149,M0045,(吹替)白雪姫,9,2025-03-27,09:30,11:30,False,平日,
S05150,M0018,ファーストキス 1ST KISS,9,2025-03-27,12:00,14:00,False,平日,
S05151,M0018,ファーストキス 1ST KISS,9,2025-03-27,14:30,16:30,False,平日,
S05152,M0019,(字幕)ウィキッド ふたりの魔女,9,2025-03-27,17:00,19:00,False,平日,
S05153,M0019,(字幕)ウィキッド ふたりの魔女,9,2025-03-27,19:00,21:00,False,平日,
S05154,M0018,ファーストキス 1ST KISS,9,2025-03-27,21:10,23:10,True,平日,
S05155,M0065,この素晴らしい世界に祝福を！3 BONUS…,10,2025-03-27,09:30,11:30,False,平日,
S05156,M0065,この素晴らしい世界に祝福を！3 BONUS…,10,2025-03-27,12:00,14:00,False,平日,
S05157,M0074,知らないカノジョ,10,2025-03-27,14:30,16:30,False,平日,
S05158,M0169,(字幕)白雪姫,10,2025-03-27,17:00,19:00,False,平日,
S05159,M0052,機動戦士Gundam GQuuuuuuX -Beginning-,10,2025-03-27,19:00,21:00,False,平日,
S05160,M0125,顔だけじゃ好きになりません,10,2025-03-27,21:10,23:10,True,平日,
S05161,M0045,(吹替)白雪姫,1,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05162,M0036,35年目のラブレター,1,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05163,M0027,劇場版『トリリオンゲーム』,1,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05164,M0045,(吹替)白雪姫,1,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05165,M0065,この素晴らしい世界に祝福を！3 BONUS…,1,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05166,M0006,ヒプノシスマイク -Division Rap Battle-,1,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05167,M0065,この素晴らしい世界に祝福を！3 BONUS…,2,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05168,M0047,アンダーニンジャ,2,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05169,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05170,M0006,ヒプノシスマイク -Division Rap Battle-,2,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05171,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05172,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05173,M0060,映画『少年と犬』,3,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05174,M0060,映画『少年と犬』,3,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05175,M0036,35年目のラブレター,3,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05176,M0048,お嬢と番犬くん,3,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05177,M0027,劇場版『トリリオンゲーム』,3,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05178,M0036,35年目のラブレター,3,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05179,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05180,M0019,(字幕)ウィキッド ふたりの魔女,4,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05181,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05182,M0018,ファーストキス 1ST KISS,4,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05183,M0018,ファーストキス 1ST KISS,4,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05184,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05185,M0047,アンダーニンジャ,5,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05186,M0169,(字幕)白雪姫,5,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05187,M0042,(吹替)ウィキッド ふたりの魔女,5,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05188,M0169,(字幕)白雪姫,5,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05189,M0065,この素晴らしい世界に祝福を！3 BONUS…,5,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05190,M0042,(吹替)ウィキッド ふたりの魔女,5,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05191,M0018,ファーストキス 1ST KISS,6,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05192,M0019,(字幕)ウィキッド ふたりの魔女,6,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05193,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05194,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05195,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05196,M0019,(字幕)ウィキッド ふたりの魔女,6,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05197,M0045,(吹替)白雪姫,7,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05198,M0019,(字幕)ウィキッド ふたりの魔女,7,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05199,M0045,(吹替)白雪姫,7,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05200,M0045,(吹替)白雪姫,7,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05201,M0018,ファーストキス 1ST KISS,7,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05202,M0009,映画ドラえもん のび太の絵世界物語,7,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05203,M0048,お嬢と番犬くん,8,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05204,M0027,劇場版『トリリオンゲーム』,8,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05205,M0060,映画『少年と犬』,8,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05206,M0036,35年目のラブレター,8,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05207,M0027,劇場版『トリリオンゲーム』,8,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05208,M0036,35年目のラブレター,8,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05209,M0019,(字幕)ウィキッド ふたりの魔女,9,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05210,M0018,ファーストキス 1ST KISS,9,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05211,M0018,ファーストキス 1ST KISS,9,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05212,M0018,ファーストキス 1ST KISS,9,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05213,M0019,(字幕)ウィキッド ふたりの魔女,9,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05214,M0045,(吹替)白雪姫,9,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05215,M0074,知らないカノジョ,10,2025-03-28,09:30,11:30,False,平日,レディースデイ
S05216,M0065,この素晴らしい世界に祝福を！3 BONUS…,10,2025-03-28,12:00,14:00,False,平日,レディースデイ
S05217,M0065,この素晴らしい世界に祝福を！3 BONUS…,10,2025-03-28,14:30,16:30,False,平日,レディースデイ
S05218,M0052,機動戦士Gundam GQuuuuuuX -Beginning-,10,2025-03-28,17:00,19:00,False,平日,レディースデイ
S05219,M0125,顔だけじゃ好きになりません,10,2025-03-28,19:00,21:00,False,平日,レディースデイ
S05220,M0169,(字幕)白雪姫,10,2025-03-28,21:10,23:10,True,平日,レディースデイ
S05221,M0065,この素晴らしい世界に祝福を！3 BONUS…,1,2025-03-29,09:30,11:30,False,土日祝,
S05222,M0006,ヒプノシスマイク -Division Rap Battle-,1,2025-03-29,12:00,14:00,False,土日祝,
S05223,M0045,(吹替)白雪姫,1,2025-03-29,14:30,16:30,False,土日祝,
S05224,M0045,(吹替)白雪姫,1,2025-03-29,17:00,19:00,False,土日祝,
S05225,M0027,劇場版『トリリオンゲーム』,1,2025-03-29,19:00,21:00,False,土日祝,
S05226,M0036,35年目のラブレター,1,2025-03-29,21:10,23:10,True,土日祝,
S05227,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-29,09:30,11:30,False,土日祝,
S05228,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-29,12:00,14:00,False,土日祝,
S05229,M0006,ヒプノシスマイク -Division Rap Battle-,2,2025-03-29,14:30,16:30,False,土日祝,
S05230,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-29,17:00,19:00,False,土日祝,
S05231,M0065,この素晴らしい世界に祝福を！3 BONUS…,2,2025-03-29,19:00,21:00,False,土日祝,
S05232,M0047,アンダーニンジャ,2,2025-03-29,21:10,23:10,True,土日祝,
S05233,M0036,35年目のラブレター,3,2025-03-29,09:30,11:30,False,土日祝,
S05234,M0060,映画『少年と犬』,3,2025-03-29,12:00,14:00,False,土日祝,
S05235,M0036,35年目のラブレター,3,2025-03-29,14:30,16:30,False,土日祝,
S05236,M0027,劇場版『トリリオンゲーム』,3,2025-03-29,17:00,19:00,False,土日祝,
S05237,M0048,お嬢と番犬くん,3,2025-03-29,19:00,21:00,False,土日祝,
S05238,M0060,映画『少年と犬』,3,2025-03-29,21:10,23:10,True,土日祝,
S05239,M0018,ファーストキス 1ST KISS,4,2025-03-29,09:30,11:30,False,土日祝,
S05240,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-29,12:00,14:00,False,土日祝,
S05241,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-29,14:30,16:30,False,土日祝,
S05242,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-29,17:00,19:00,False,土日祝,
S05243,M0019,(字幕)ウィキッド ふたりの魔女,4,2025-03-29,19:00,21:00,False,土日祝,
S05244,M0018,ファーストキス 1ST KISS,4,2025-03-29,21:10,23:10,True,土日祝,
S05245,M0169,(字幕)白雪姫,5,2025-03-29,09:30,11:30,False,土日祝,
S05246,M0042,(吹替)ウィキッド ふたりの魔女,5,2025-03-29,12:00,14:00,False,土日祝,
S05247,M0042,(吹替)ウィキッド ふたりの魔女,5,2025-03-29,14:30,16:30,False,土日祝,
S05248,M0169,(字幕)白雪姫,5,2025-03-29,17:00,19:00,False,土日祝,
S05249,M0065,この素晴らしい世界に祝福を！3 BONUS…,5,2025-03-29,19:00,21:00,False,土日祝,
S05250,M0047,アンダーニンジャ,5,2025-03-29,21:10,23:10,True,土日祝,
S05251,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-29,09:30,11:30,False,土日祝,
S05252,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-29,12:00,14:00,False,土日祝,
S05253,M0019,(字幕)ウィキッド ふたりの魔女,6,2025-03-29,14:30,16:30,False,土日祝,
S05254,M0019,(字幕)ウィキッド ふたりの魔女,6,2025-03-29,17:00,19:00,False,土日祝,
S05255,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-29,19:00,21:00,False,土日祝,
S05256,M0018,ファーストキス 1ST KISS,6,2025-03-29,21:10,23:10,True,土日祝,
S05257,M0009,映画ドラえもん のび太の絵世界物語,7,2025-03-29,09:30,11:30,False,土日祝,
S05258,M0018,ファーストキス 1ST KISS,7,2025-03-29,12:00,14:00,False,土日祝,
S05259,M0045,(吹替)白雪姫,7,2025-03-29,14:30,16:30,False,土日祝,
S05260,M0045,(吹替)白雪姫,7,2025-03-29,17:00,19:00,False,土日祝,
S05261,M0019,(字幕)ウィキッド ふたりの魔女,7,2025-03-29,19:00,21:00,False,土日祝,
S05262,M0045,(吹替)白雪姫,7,2025-03-29,21:10,23:10,True,土日祝,
S05263,M0027,劇場版『トリリオンゲーム』,8,2025-03-29,09:30,11:30,False,土日祝,
S05264,M0036,35年目のラブレター,8,2025-03-29,12:00,14:00,False,土日祝,
S05265,M0060,映画『少年と犬』,8,2025-03-29,14:30,16:30,False,土日祝,
S05266,M0036,35年目のラブレター,8,2025-03-29,17:00,19:00,False,土日祝,
S05267,M0027,劇場版『トリリオンゲーム』,8,2025-03-29,19:00,21:00,False,土日祝,
S05268,M0048,お嬢と番犬くん,8,2025-03-29,21:10,23:10,True,土日祝,
S05269,M0018,ファーストキス 1ST KISS,9,2025-03-29,09:30,11:30,False,土日祝,
S05270,M0018,ファーストキス 1ST KISS,9,2025-03-29,12:00,14:00,False,土日祝,
S05271,M0018,ファーストキス 1ST KISS,9,2025-03-29,14:30,16:30,False,土日祝,
S05272,M0019,(字幕)ウィキッド ふたりの魔女,9,2025-03-29,17:00,19:00,False,土日祝,
S05273,M0045,(吹替)白雪姫,9,2025-03-29,19:00,21:00,False,土日祝,
S05274,M0019,(字幕)ウィキッド ふたりの魔女,9,2025-03-29,21:10,23:10,True,土日祝,
S05275,M0169,(字幕)白雪姫,10,2025-03-29,09:30,11:30,False,土日祝,
S05276,M0074,知らないカノジョ,10,2025-03-29,12:00,14:00,False,土日祝,
S05277,M0065,この素晴らしい世界に祝福を！3 BONUS…,10,2025-03-29,14:30,16:30,False,土日祝,
S05278,M0052,機動戦士Gundam GQuuuuuuX -Beginning-,10,2025-03-29,17:00,19:00,False,土日祝,
S05279,M0125,顔だけじゃ好きになりません,10,2025-03-29,19:00,21:00,False,土日祝,
S05280,M0065,この素晴らしい世界に祝福を！3 BONUS…,10,2025-03-29,21:10,23:10,True,土日祝,
S05281,M0006,ヒプノシスマイク -Division Rap Battle-,1,2025-03-30,09:30,11:30,False,土日祝,
S05282,M0045,(吹替)白雪姫,1,2025-03-30,12:00,14:00,False,土日祝,
S05283,M0065,この素晴らしい世界に祝福を！3 BONUS…,1,2025-03-30,14:30,16:30,False,土日祝,
S05284,M0045,(吹替)白雪姫,1,2025-03-30,17:00,19:00,False,土日祝,
S05285,M0027,劇場版『トリリオンゲーム』,1,2025-03-30,19:00,21:00,False,土日祝,
S05286,M0036,35年目のラブレター,1,2025-03-30,21:10,23:10,True,土日祝,
S05287,M0065,この素晴らしい世界に祝福を！3 BONUS…,2,2025-03-30,09:30,11:30,False,土日祝,
S05288,M0047,アンダーニンジャ,2,2025-03-30,12:00,14:00,False,土日祝,
S05289,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-30,14:30,16:30,False,土日祝,
S05290,M0006,ヒプノシスマイク -Division Rap Battle-,2,2025-03-30,17:00,19:00,False,土日祝,
S05291,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-30,19:00,21:00,False,土日祝,
S05292,M0042,(吹替)ウィキッド ふたりの魔女,2,2025-03-30,21:10,23:10,True,土日祝,
S05293,M0060,映画『少年と犬』,3,2025-03-30,09:30,11:30,False,土日祝,
S05294,M0036,35年目のラブレター,3,2025-03-30,12:00,14:00,False,土日祝,
S05295,M0036,35年目のラブレター,3,2025-03-30,14:30,16:30,False,土日祝,
S05296,M0048,お嬢と番犬くん,3,2025-03-30,17:00,19:00,False,土日祝,
S05297,M0027,劇場版『トリリオンゲーム』,3,2025-03-30,19:00,21:00,False,土日祝,
S05298,M0060,映画『少年と犬』,3,2025-03-30,21:10,23:10,True,土日祝,
S05299,M0018,ファーストキス 1ST KISS,4,2025-03-30,09:30,11:30,False,土日祝,
S05300,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-30,12:00,14:00,False,土日祝,
S05301,M0018,ファーストキス 1ST KISS,4,2025-03-30,14:30,16:30,False,土日祝,
S05302,M0019,(字幕)ウィキッド ふたりの魔女,4,2025-03-30,17:00,19:00,False,土日祝,
S05303,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-30,19:00,21:00,False,土日祝,
S05304,M0009,映画ドラえもん のび太の絵世界物語,4,2025-03-30,21:10,23:10,True,土日祝,
S05305,M0047,アンダーニンジャ,5,2025-03-30,09:30,11:30,False,土日祝,
S05306,M0169,(字幕)白雪姫,5,2025-03-30,12:00,14:00,False,土日祝,
S05307,M0042,(吹替)ウィキッド ふたりの魔女,5,2025-03-30,14:30,16:30,False,土日祝,
S05308,M0169,(字幕)白雪姫,5,2025-03-30,17:00,19:00,False,土日祝,
S05309,M0065,この素晴らしい世界に祝福を！3 BONUS…,5,2025-03-30,19:00,21:00,False,土日祝,
S05310,M0042,(吹替)ウィキッド ふたりの魔女,5,2025-03-30,21:10,23:10,True,土日祝,
S05311,M0018,ファーストキス 1ST KISS,6,2025-03-30,09:30,11:30,False,土日祝,
S05312,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-30,12:00,14:00,False,土日祝,
S05313,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-30,14:30,16:30,False,土日祝,
S05314,M0019,(字幕)ウィキッド ふたりの魔女,6,2025-03-30,17:00,19:00,False,土日祝,
S05315,M0009,映画ドラえもん のび太の絵世界物語,6,2025-03-30,19:00,21:00,False,土日祝,
S05316,M0019,(字幕)ウィキッド ふたりの魔女,6,2025-03-30,21:10,23:10,True,土日祝,
S05317,M0045,(吹替)白雪姫,7,2025-03-30,09:30,11:30,False,土日祝,
